mol_id,melting_point,n_atoms
mol_103377,394.15,25
mol_103378,556.15,37
mol_103379,346.15,39
mol_103380,523.15,29
mol_103381,482.15,33
mol_103382,475.15,25
mol_103383,446.65,26
mol_103384,414.15,34
mol_103385,395.15,33
mol_103386,354.15,56
mol_103387,482.7,40
mol_103388,443.15,38
mol_103389,463.65,37
mol_103390,464.15,21
mol_103391,351.65,16
mol_103392,269.15,4
mol_103393,319.15,34
mol_103394,388.15,22
mol_103395,412.15,27
mol_103396,448.4,30
mol_103397,471.65,32
mol_103398,396.65,20
mol_103399,538.15,31
mol_103400,541.15,29
mol_103401,442.0,30
mol_103402,389.15,26
mol_103403,436.65,32
mol_103404,302.65,23
mol_103405,403.65,29
mol_103406,471.15,29
mol_103407,522.65,21
mol_103408,457.15,35
mol_103409,360.15,27
mol_103410,558.65,37
mol_103411,433.15,31
mol_103412,419.15,22
mol_103413,457.15,36
mol_103414,434.15,34
mol_103415,351.65,30
mol_103416,346.15,27
mol_103417,423.65,38
mol_103418,355.65,32
mol_103419,327.65,15
mol_103420,573.15,39
mol_103421,448.65,38
mol_103422,328.15,26
mol_103423,395.15,41
mol_103424,358.15,27
mol_103425,381.15,36
mol_103426,351.65,38
mol_103427,492.65,32
mol_103428,351.65,33
mol_103429,526.15,24
mol_103430,411.15,25
mol_103431,451.15,35
mol_103432,314.15,52
mol_103433,433.75,39
mol_103434,514.15,25
mol_103435,333.65,29
mol_103436,400.65,26
mol_103437,426.15,35
mol_103438,366.15,38
mol_103439,362.15,34
mol_103440,398.65,31
mol_103441,481.15,33
mol_103442,523.15,28
mol_103443,310.15,18
mol_103444,476.65,36
mol_103445,491.15,30
mol_103446,356.15,32
mol_103447,362.65,39
mol_103448,485.15,32
mol_103449,349.15,26
mol_103450,538.65,28
mol_103451,335.65,34
mol_103452,451.65,30
mol_103453,455.65,32
mol_103454,525.15,34
mol_103455,442.65,23
mol_103456,362.65,34
mol_103457,554.15,23
mol_103458,361.65,30
mol_103459,404.65,31
mol_103460,435.15,29
mol_103461,334.15,31
mol_103462,515.15,36
mol_103463,535.65,28
mol_103464,446.15,32
mol_103465,397.65,33
mol_103466,345.15,33
mol_103467,337.65,18
mol_103468,593.15,36
mol_103469,325.5,21
mol_103470,376.65,38
mol_103471,390.65,32
mol_103472,325.65,26
mol_103473,327.15,48
mol_103474,513.15,23
mol_103475,488.15,22
mol_103476,483.15,26
mol_103477,345.65,38
mol_103478,475.15,37
mol_103479,525.15,22
mol_103480,480.15,25
mol_103481,531.15,28
mol_103482,440.15,46
mol_103483,522.65,27
mol_103484,350.65,38
mol_103485,471.15,36
mol_103486,407.65,40
mol_103487,326.15,34
mol_103488,468.15,41
mol_103489,346.9,24
mol_103490,314.65,37
mol_103491,424.15,26
mol_103492,351.15,44
mol_103493,502.15,32
mol_103494,488.65,46
mol_103495,405.65,25
mol_103496,334.65,22
mol_103497,317.65,36
mol_103498,476.15,41
mol_103499,441.15,25
mol_103500,386.65,42
mol_103501,505.15,27
mol_103502,510.15,32
mol_103503,526.15,19
mol_103504,373.15,35
mol_103505,400.15,15
mol_103506,393.65,43
mol_103507,472.15,43
mol_103508,399.15,37
mol_103509,348.65,28
mol_103510,463.15,23
mol_103511,465.15,39
mol_103512,471.65,40
mol_103513,382.15,30
mol_103514,327.15,34
mol_103515,494.65,32
mol_103516,440.65,37
mol_103517,440.15,23
mol_103518,460.15,31
mol_103519,437.65,29
mol_103520,537.15,22
mol_103521,388.15,20
mol_103522,468.15,32
mol_103523,444.15,36
mol_103524,582.15,34
mol_103525,366.65,24
mol_103526,333.65,31
mol_103527,361.15,29
mol_103528,406.65,44
mol_103529,398.15,33
mol_103530,335.65,42
mol_103531,448.65,41
mol_103532,422.15,29
mol_103533,438.65,32
mol_103534,457.15,15
mol_103535,445.15,35
mol_103536,481.15,38
mol_103537,442.15,28
mol_103538,483.65,17
mol_103539,420.65,21
mol_103540,318.65,30
mol_103541,383.15,34
mol_103542,359.65,27
mol_103543,437.65,27
mol_103544,324.65,27
mol_103545,393.65,43
mol_103546,379.65,32
mol_103547,354.15,40
mol_103548,453.15,27
mol_103549,402.15,35
mol_103550,602.65,31
mol_103551,377.15,33
mol_103552,372.15,28
mol_103553,401.15,35
mol_103554,298.75,21
mol_103555,538.15,34
mol_103556,430.65,41
mol_103557,447.65,21
mol_103558,371.65,35
mol_103559,421.15,41
mol_103560,421.15,30
mol_103561,440.15,22
mol_103562,342.15,15
mol_103563,425.85,40
mol_103564,348.65,22
mol_103565,490.15,30
mol_103566,424.15,21
mol_103567,421.65,33
mol_103568,557.65,26
mol_103569,343.15,42
mol_103570,430.65,25
mol_103571,425.15,42
mol_103572,429.15,32
mol_103573,359.15,25
mol_103574,372.15,32
mol_103575,381.65,36
mol_103576,360.15,26
mol_103577,393.65,25
mol_103578,382.65,27
mol_103579,346.15,34
mol_103580,481.15,32
mol_103581,391.9,32
mol_103582,516.15,23
mol_103583,467.65,38
mol_103584,449.15,32
mol_103585,403.65,22
mol_103586,372.15,26
mol_103587,319.15,22
mol_103588,457.15,27
mol_103589,428.75,32
mol_103590,429.15,20
mol_103591,363.65,38
mol_103592,454.15,21
mol_103593,461.15,37
mol_103594,336.65,21
mol_103595,443.15,44
mol_103596,470.15,37
mol_103597,423.65,36
mol_103598,491.15,21
mol_103599,373.65,33
mol_103600,509.65,27
mol_103601,362.15,25
mol_103602,558.65,29
mol_103603,327.65,31
mol_103604,424.65,37
mol_103605,408.15,20
mol_103606,409.15,32
mol_103607,422.15,25
mol_103608,465.15,25
mol_103609,544.15,36
mol_103610,517.15,28
mol_103611,491.65,37
mol_103612,334.65,37
mol_103613,470.15,30
mol_103614,350.15,29
mol_103615,339.65,36
mol_103616,467.65,26
mol_103617,534.15,28
mol_103618,454.15,28
mol_103619,382.15,37
mol_103620,504.15,24
mol_103621,387.15,41
mol_103622,464.7,35
mol_103623,472.15,38
mol_103624,431.65,38
mol_103625,488.65,28
mol_103626,364.15,20
mol_103627,341.65,40
mol_103628,311.65,31
mol_103629,470.15,31
mol_103630,413.65,20
mol_103631,381.65,36
mol_103632,349.15,28
mol_103633,457.15,44
mol_103634,478.65,38
mol_103635,573.15,28
mol_103636,398.4,44
mol_103637,408.65,34
mol_103638,410.15,31
mol_103639,362.4,34
mol_103640,402.15,37
mol_103641,412.15,37
mol_103642,428.65,40
mol_103643,348.15,32
mol_103644,319.15,53
mol_103645,312.8,36
mol_103646,528.15,33
mol_103647,492.15,40
mol_103648,449.65,39
mol_103649,453.4,28
mol_103650,509.15,22
mol_103651,341.65,30
mol_103652,558.15,29
mol_103653,511.65,18
mol_103654,524.65,30
mol_103655,386.65,14
mol_103656,546.65,38
mol_103657,376.15,27
mol_103658,473.65,29
mol_103659,359.9,38
mol_103660,368.4,23
mol_103661,439.15,41
mol_103662,423.15,37
mol_103663,429.65,31
mol_103664,381.15,46
mol_103665,424.15,27
mol_103666,398.65,57
mol_103667,396.65,33
mol_103668,371.65,21
mol_103669,495.15,25
mol_103670,461.65,28
mol_103671,360.9,35
mol_103672,469.15,25
mol_103673,547.65,29
mol_103674,429.65,25
mol_103675,566.65,31
mol_103676,418.15,38
mol_103677,524.65,24
mol_103678,514.15,45
mol_103679,491.15,31
mol_103680,418.15,42
mol_103681,382.15,26
mol_103682,590.65,30
mol_103683,448.65,32
mol_103684,438.15,41
mol_103685,441.15,31
mol_103686,493.15,40
mol_103687,516.65,31
mol_103688,468.65,29
mol_103689,409.15,38
mol_103690,378.65,48
mol_103691,418.85,39
mol_103692,445.15,32
mol_103693,399.15,31
mol_103694,393.15,31
mol_103695,312.65,25
mol_103696,486.15,24
mol_103697,428.15,30
mol_103698,485.65,32
mol_103699,404.15,36
mol_103700,352.15,20
mol_103701,374.9,32
mol_103702,471.4,27
mol_103703,406.65,36
mol_103704,414.65,40
mol_103705,351.65,31
mol_103706,350.15,17
mol_103707,383.65,29
mol_103708,466.95,44
mol_103709,489.15,32
mol_103710,363.65,40
mol_103711,435.15,31
mol_103712,389.65,40
mol_103713,450.65,29
mol_103714,442.65,35
mol_103715,343.2,33
mol_103716,347.15,47
mol_103717,446.15,31
mol_103718,456.15,39
mol_103719,463.15,41
mol_103720,399.65,45
mol_103721,369.65,32
mol_103722,421.15,24
mol_103723,411.15,35
mol_103724,366.15,21
mol_103725,591.15,33
mol_103726,321.15,20
mol_103727,393.9,32
mol_103728,532.65,34
mol_103729,347.15,33
mol_103730,422.15,36
mol_103731,437.65,23
mol_103732,335.65,31
mol_103733,573.15,32
mol_103734,373.15,22
mol_103735,421.15,39
mol_103736,405.15,40
mol_103737,398.65,34
mol_103738,419.15,29
mol_103739,503.65,23
mol_103740,481.65,35
mol_103741,408.15,40
mol_103742,380.5,31
mol_103743,496.15,20
mol_103744,430.15,32
mol_103745,554.15,20
mol_103746,502.15,30
mol_103747,366.15,24
mol_103748,321.65,34
mol_103749,440.65,26
mol_103750,386.15,25
mol_103751,567.15,39
mol_103752,377.15,30
mol_103753,428.15,26
mol_103754,416.15,25
mol_103755,569.15,26
mol_103756,361.65,15
mol_103757,434.15,34
mol_103758,356.65,33
mol_103759,532.65,37
mol_103760,411.85,28
mol_103761,337.15,26
mol_103762,520.65,29
mol_103763,381.65,27
mol_103764,391.65,38
mol_103765,387.15,37
mol_103766,376.15,26
mol_103767,464.65,37
mol_103768,407.65,36
mol_103769,299.65,33
mol_103770,455.65,34
mol_103771,552.15,38
mol_103772,351.15,34
mol_103773,338.15,22
mol_103774,492.15,27
mol_103775,399.15,18
mol_103776,371.15,37
mol_103777,325.65,19
mol_103778,441.65,28
mol_103779,347.65,29
mol_103780,456.15,35
mol_103781,389.65,30
mol_103782,461.15,37
mol_103783,615.15,27
mol_103784,409.65,29
mol_103785,437.65,21
mol_103786,558.15,27
mol_103787,392.15,38
mol_103788,404.15,45
mol_103789,488.65,33
mol_103790,459.15,42
mol_103791,515.15,28
mol_103792,384.15,31
mol_103793,564.15,33
mol_103794,508.15,28
mol_103795,391.65,16
mol_103796,394.4,42
mol_103797,368.65,42
mol_103798,464.65,37
mol_103799,400.4,29
mol_103800,330.15,21
mol_103801,406.15,35
mol_103802,411.15,29
mol_103803,346.15,18
mol_103804,412.65,39
mol_103805,451.15,33
mol_103806,440.65,43
mol_103807,534.15,41
mol_103808,333.65,32
mol_103809,520.15,28
mol_103810,512.15,27
mol_103811,395.15,42
mol_103812,414.15,26
mol_103813,440.65,30
mol_103814,497.15,37
mol_103815,339.15,16
mol_103816,569.65,26
mol_103817,372.15,21
mol_103818,396.15,22
mol_103819,353.15,31
mol_103820,568.65,38
mol_103821,457.15,31
mol_103822,440.15,32
mol_103823,437.65,30
mol_103824,451.65,37
mol_103825,507.65,30
mol_103826,326.15,13
mol_103827,413.65,35
mol_103828,505.15,35
mol_103829,453.15,27
mol_103830,436.15,41
mol_103831,344.15,34
mol_103832,347.15,39
mol_103833,440.65,34
mol_103834,388.5,37
mol_103835,347.15,19
mol_103836,353.65,23
mol_103837,362.15,46
mol_103838,474.15,25
mol_103839,407.65,39
mol_103840,466.15,34
mol_103841,391.65,43
mol_103842,431.65,29
mol_103843,415.65,37
mol_103844,410.65,30
mol_103845,489.65,37
mol_103846,397.65,43
mol_103847,452.4,26
mol_103848,377.65,34
mol_103849,466.15,34
mol_103850,426.65,20
mol_103851,517.15,37
mol_103852,423.65,40
mol_103853,379.15,31
mol_103854,440.15,34
mol_103855,388.15,35
mol_103856,500.15,33
mol_103857,463.15,26
mol_103858,465.15,26
mol_103859,338.65,38
mol_103860,350.15,33
mol_103861,417.65,19
mol_103862,432.15,28
mol_103863,401.15,33
mol_103864,469.65,30
mol_103865,438.15,37
mol_103866,335.75,34
mol_103867,420.15,40
mol_103868,453.65,36
mol_103869,393.15,34
mol_103870,500.15,30
mol_103871,477.15,29
mol_103872,433.15,30
mol_103873,402.15,36
mol_103874,354.65,24
mol_103875,411.15,34
mol_103876,376.15,29
mol_103877,410.65,27
mol_103878,305.15,23
mol_103879,454.65,28
mol_103880,360.65,24
mol_103881,453.65,37
mol_103882,425.75,20
mol_103883,431.15,24
mol_103884,324.65,29
mol_103885,364.15,29
mol_103886,447.15,20
mol_103887,453.65,32
mol_103888,364.4,37
mol_103889,400.15,30
mol_103890,422.15,38
mol_103891,486.15,28
mol_103892,374.05,34
mol_103893,438.15,26
mol_103894,360.15,30
mol_103895,528.15,40
mol_103896,514.15,25
mol_103897,510.15,36
mol_103898,405.15,39
mol_103899,357.65,44
mol_103900,544.15,35
mol_103901,407.65,40
mol_103902,458.65,30
mol_103903,476.15,21
mol_103904,408.15,39
mol_103905,493.15,45
mol_103906,407.15,34
mol_103907,340.65,21
mol_103908,535.65,22
mol_103909,396.15,33
mol_103910,465.65,32
mol_103911,460.15,30
mol_103912,365.65,26
mol_103913,385.9,33
mol_103914,347.15,44
mol_103915,319.15,24
mol_103916,474.35,32
mol_103917,431.15,35
mol_103918,410.65,20
mol_103919,562.15,25
mol_103920,354.15,34
mol_103921,304.9,26
mol_103922,320.15,34
mol_103923,437.65,22
mol_103924,365.15,35
mol_103925,483.65,43
mol_103926,383.15,21
mol_103927,420.65,18
mol_103928,411.15,33
mol_103929,394.15,33
mol_103930,415.15,36
mol_103931,329.15,29
mol_103932,329.15,20
mol_103933,384.65,32
mol_103934,470.65,30
mol_103935,450.15,32
mol_103936,384.75,30
mol_103937,497.15,33
mol_103938,364.15,30
mol_103939,366.9,38
mol_103940,457.9,30
mol_103941,493.65,38
mol_103942,303.4,44
mol_103943,441.65,21
mol_103944,515.25,33
mol_103945,442.15,35
mol_103946,506.4,42
mol_103947,477.15,47
mol_103948,562.15,30
mol_103949,306.15,31
mol_103950,440.9,29
mol_103951,334.65,24
mol_103952,425.65,32
mol_103953,308.15,32
mol_103954,525.15,27
mol_103955,410.65,26
mol_103956,393.65,25
mol_103957,499.15,42
mol_103958,494.15,22
mol_103959,495.65,36
mol_103960,438.15,44
mol_103961,359.15,40
mol_103962,400.65,35
mol_103963,429.65,31
mol_103964,522.65,39
mol_103965,407.65,27
mol_103966,419.15,14
mol_103967,515.65,36
mol_103968,468.15,33
mol_103969,390.15,40
mol_103970,443.15,34
mol_103971,356.65,35
mol_103972,486.65,33
mol_103973,473.65,37
mol_103974,382.65,17
mol_103975,389.15,31
mol_103976,393.65,25
mol_103977,432.15,24
mol_103978,483.15,33
mol_103979,346.15,30
mol_103980,412.15,33
mol_103981,352.15,24
mol_103982,477.15,22
mol_103983,531.15,31
mol_103984,379.65,31
mol_103985,351.65,26
mol_103986,480.65,27
mol_103987,458.15,24
mol_103988,437.65,44
mol_103989,381.65,30
mol_103990,450.15,46
mol_103991,373.65,31
mol_103992,453.65,27
mol_103993,433.15,28
mol_103994,400.65,30
mol_103995,440.15,21
mol_103996,567.15,26
mol_103997,547.15,34
mol_103998,396.15,41
mol_103999,324.15,26
mol_104000,458.15,41
mol_104001,466.15,44
mol_104002,412.15,42
mol_104003,411.15,39
mol_104004,368.65,37
mol_104005,406.15,24
mol_104006,434.15,40
mol_104007,436.15,31
mol_104008,385.15,23
mol_104009,418.15,22
mol_104010,387.15,23
mol_104011,401.65,32
mol_104012,519.9,40
mol_104013,446.15,45
mol_104014,401.65,39
mol_104015,442.15,31
mol_104016,313.65,24
mol_104017,355.65,32
mol_104018,355.15,31
mol_104019,388.15,32
mol_104020,384.65,43
mol_104021,437.65,24
mol_104022,353.15,32
mol_104023,358.15,30
mol_104024,421.65,30
mol_104025,438.65,36
mol_104026,465.15,34
mol_104027,402.15,21
mol_104028,354.65,37
mol_104029,393.65,18
mol_104030,468.15,35
mol_104031,506.65,27
mol_104032,415.65,29
mol_104033,451.15,17
mol_104034,526.15,31
mol_104035,324.65,22
mol_104036,341.15,37
mol_104037,450.15,37
mol_104038,523.15,30
mol_104039,328.65,38
mol_104040,340.9,33
mol_104041,331.15,27
mol_104042,420.65,35
mol_104043,464.65,26
mol_104044,351.15,43
mol_104045,371.65,36
mol_104046,347.65,28
mol_104047,523.15,22
mol_104048,462.65,29
mol_104049,413.15,24
mol_104050,431.15,26
mol_104051,421.65,36
mol_104052,336.65,45
mol_104053,341.15,33
mol_104054,355.65,43
mol_104055,412.15,31
mol_104056,327.65,26
mol_104057,507.65,28
mol_104058,345.15,43
mol_104059,444.15,33
mol_104060,446.15,33
mol_104061,318.15,26
mol_104062,469.15,25
mol_104063,451.15,23
mol_104064,369.15,35
mol_104065,319.65,38
mol_104066,381.15,24
mol_104067,477.15,27
mol_104068,441.65,33
mol_104069,399.15,23
mol_104070,355.15,33
mol_104071,436.65,32
mol_104072,376.65,22
mol_104073,421.65,34
mol_104074,424.65,31
mol_104075,519.15,34
mol_104076,380.65,34
mol_104077,332.9,32
mol_104078,426.65,30
mol_104079,433.65,42
mol_104080,372.65,33
mol_104081,391.65,36
mol_104082,452.15,35
mol_104083,436.15,29
mol_104084,333.15,35
mol_104085,433.65,18
mol_104086,468.65,23
mol_104087,337.15,27
mol_104088,425.65,44
mol_104089,424.15,19
mol_104090,357.15,31
mol_104091,543.15,23
mol_104092,366.65,27
mol_104093,463.65,24
mol_104094,398.65,40
mol_104095,486.65,35
mol_104096,368.15,25
mol_104097,483.15,41
mol_104098,446.65,33
mol_104099,312.9,23
mol_104100,499.65,32
mol_104101,458.15,32
mol_104102,472.15,26
mol_104103,352.65,28
mol_104104,434.15,24
mol_104105,356.15,22
mol_104106,478.15,38
mol_104107,392.65,25
mol_104108,529.65,42
mol_104109,375.4,41
mol_104110,428.15,45
mol_104111,431.65,47
mol_104112,359.65,37
mol_104113,533.15,22
mol_104114,421.15,40
mol_104115,554.15,31
mol_104116,334.65,32
mol_104117,459.65,37
mol_104118,416.9,33
mol_104119,399.15,33
mol_104120,367.15,19
mol_104121,351.65,17
mol_104122,381.65,49
mol_104123,315.4,23
mol_104124,517.65,38
mol_104125,406.15,36
mol_104126,395.15,22
mol_104127,443.65,29
mol_104128,419.15,27
mol_104129,391.65,20
mol_104130,378.65,35
mol_104131,459.15,31
mol_104132,421.15,19
mol_104133,403.65,34
mol_104134,426.15,32
mol_104135,384.15,43
mol_104136,537.6,32
mol_104137,495.65,28
mol_104138,402.65,26
mol_104139,335.15,25
mol_104140,438.15,24
mol_104141,331.65,28
mol_104142,325.65,19
mol_104143,329.65,26
mol_104144,468.65,24
mol_104145,434.15,36
mol_104146,465.15,37
mol_104147,454.15,44
mol_104148,361.65,36
mol_104149,438.15,35
mol_104150,524.15,33
mol_104151,441.65,30
mol_104152,422.15,31
mol_104153,472.65,25
mol_104154,366.65,34
mol_104155,434.15,33
mol_104156,386.15,31
mol_104157,470.4,36
mol_104158,397.65,29
mol_104159,494.65,35
mol_104160,477.15,36
mol_104161,444.15,42
mol_104162,391.65,34
mol_104163,351.15,40
mol_104164,501.15,26
mol_104165,401.15,25
mol_104166,399.65,24
mol_104167,514.65,36
mol_104168,361.15,35
mol_104169,497.65,29
mol_104170,366.15,32
mol_104171,451.65,31
mol_104172,401.65,30
mol_104173,481.15,30
mol_104174,370.9,46
mol_104175,493.15,39
mol_104176,393.65,35
mol_104177,349.15,49
mol_104178,355.4,34
mol_104179,395.15,24
mol_104180,434.65,29
mol_104181,498.15,33
mol_104182,398.65,33
mol_104183,450.15,20
mol_104184,333.15,45
mol_104185,488.65,35
mol_104186,372.15,44
mol_104187,437.15,17
mol_104188,431.15,33
mol_104189,402.15,38
mol_104190,382.15,30
mol_104191,396.15,22
mol_104192,444.15,34
mol_104193,433.15,16
mol_104194,376.2,28
mol_104195,418.15,33
mol_104196,492.65,29
mol_104197,386.65,18
mol_104198,494.15,37
mol_104199,349.65,35
mol_104200,383.65,32
mol_104201,385.15,46
mol_104202,421.15,40
mol_104203,340.65,18
mol_104204,418.65,31
mol_104205,477.15,36
mol_104206,458.65,29
mol_104207,478.15,33
mol_104208,487.65,29
mol_104209,364.15,35
mol_104210,415.15,34
mol_104211,495.65,34
mol_104212,464.65,34
mol_104213,359.65,36
mol_104214,433.15,24
mol_104215,417.15,38
mol_104216,391.4,19
mol_104217,464.15,40
mol_104218,393.15,20
mol_104219,496.65,36
mol_104220,453.15,28
mol_104221,369.65,21
mol_104222,429.15,32
mol_104223,367.15,26
mol_104224,367.15,14
mol_104225,420.15,22
mol_104226,432.15,34
mol_104227,387.65,29
mol_104228,552.15,30
mol_104229,337.65,41
mol_104230,430.65,30
mol_104231,471.9,32
mol_104232,566.65,33
mol_104233,426.15,36
mol_104234,461.65,22
mol_104235,512.15,22
mol_104236,598.15,24
mol_104237,438.35,39
mol_104238,322.65,33
mol_104239,406.0,20
mol_104240,450.15,22
mol_104241,476.65,35
mol_104242,423.15,34
mol_104243,423.15,25
mol_104244,375.45,26
mol_104245,371.15,28
mol_104246,382.15,29
mol_104247,412.15,35
mol_104248,529.65,37
mol_104249,396.65,44
mol_104250,459.65,31
mol_104251,365.95,43
mol_104252,377.65,22
mol_104253,510.15,31
mol_104254,506.15,41
mol_104255,426.15,24
mol_104256,401.65,32
mol_104257,520.15,31
mol_104258,461.15,32
mol_104259,570.15,31
mol_104260,377.15,30
mol_104261,365.65,25
mol_104262,494.65,15
mol_104263,370.15,40
mol_104264,502.15,30
mol_104265,536.65,39
mol_104266,387.35,31
mol_104267,463.15,23
mol_104268,521.65,25
mol_104269,499.65,17
mol_104270,291.15,25
mol_104271,462.65,42
mol_104272,339.65,44
mol_104273,362.15,35
mol_104274,333.15,19
mol_104275,370.65,18
mol_104276,450.65,34
mol_104277,446.15,21
mol_104278,378.65,37
mol_104279,385.15,38
mol_104280,349.65,35
mol_104281,385.65,32
mol_104282,526.65,20
mol_104283,467.65,41
mol_104284,428.15,25
mol_104285,399.65,29
mol_104286,400.65,33
mol_104287,383.15,21
mol_104288,411.15,29
mol_104289,357.15,34
mol_104290,358.15,18
mol_104291,421.15,27
mol_104292,333.65,40
mol_104293,367.15,41
mol_104294,500.4,38
mol_104295,338.65,28
mol_104296,400.15,33
mol_104297,384.65,27
mol_104298,359.15,28
mol_104299,425.15,28
mol_104300,474.9,33
mol_104301,341.65,31
mol_104302,420.65,29
mol_104303,396.15,22
mol_104304,484.15,36
mol_104305,483.15,36
mol_104306,469.65,23
mol_104307,462.15,24
mol_104308,498.65,32
mol_104309,414.15,28
mol_104310,540.65,24
mol_104311,364.65,27
mol_104312,367.4,37
mol_104313,473.15,26
mol_104314,403.9,31
mol_104315,340.65,33
mol_104316,519.15,25
mol_104317,409.15,36
mol_104318,386.15,21
mol_104319,451.65,38
mol_104320,436.65,35
mol_104321,393.65,35
mol_104322,492.15,39
mol_104323,466.15,29
mol_104324,336.15,45
mol_104325,443.15,23
mol_104326,483.65,25
mol_104327,386.65,32
mol_104328,356.9,28
mol_104329,476.65,28
mol_104330,396.65,31
mol_104331,375.65,41
mol_104332,330.65,28
mol_104333,390.65,18
mol_104334,343.65,29
mol_104335,386.15,25
mol_104336,461.65,36
mol_104337,389.65,20
mol_104338,443.15,41
mol_104339,398.15,29
mol_104340,456.15,29
mol_104341,410.15,34
mol_104342,357.15,22
mol_104343,330.15,35
mol_104344,504.15,30
mol_104345,368.15,42
mol_104346,319.4,26
mol_104347,468.15,27
mol_104348,390.65,34
mol_104349,400.15,31
mol_104350,431.15,40
mol_104351,552.15,31
mol_104352,444.15,39
mol_104353,436.4,36
mol_104354,469.37,33
mol_104355,408.65,33
mol_104356,344.65,26
mol_104357,325.65,21
mol_104358,378.65,29
mol_104359,490.65,39
mol_104360,323.65,27
mol_104361,489.15,24
mol_104362,525.15,36
mol_104363,400.15,36
mol_104364,480.15,18
mol_104365,375.65,37
mol_104366,420.65,26
mol_104367,369.95,38
mol_104368,383.15,50
mol_104369,360.65,39
mol_104370,382.65,34
mol_104371,455.15,27
mol_104372,482.65,24
mol_104373,520.65,26
mol_104374,403.65,33
mol_104375,330.15,38
mol_104376,409.15,27
mol_104377,453.15,38
mol_104378,448.65,22
mol_104379,412.15,36
mol_104380,441.65,23
mol_104381,401.65,37
mol_104382,441.15,26
mol_104383,396.15,25
mol_104384,388.15,29
mol_104385,418.15,23
mol_104386,435.4,34
mol_104387,386.15,41
mol_104388,391.15,30
mol_104389,532.15,32
mol_104390,501.15,27
mol_104391,441.15,27
mol_104392,343.15,42
mol_104393,381.15,23
mol_104394,414.15,27
mol_104395,344.15,19
mol_104396,406.65,40
mol_104397,363.9,29
mol_104398,360.65,34
mol_104399,443.65,30
mol_104400,378.15,30
mol_104401,443.65,33
mol_104402,520.15,35
mol_104403,448.65,27
mol_104404,425.65,31
mol_104405,480.15,31
mol_104406,388.65,27
mol_104407,420.65,35
mol_104408,433.15,29
mol_104409,372.15,31
mol_104410,380.15,28
mol_104411,420.65,30
mol_104412,411.65,22
mol_104413,393.15,39
mol_104414,424.15,31
mol_104415,363.15,40
mol_104416,403.15,38
mol_104417,412.15,36
mol_104418,436.65,21
mol_104419,437.65,34
mol_104420,395.15,28
mol_104421,422.65,37
mol_104422,445.15,23
mol_104423,479.15,30
mol_104424,466.15,31
mol_104425,390.15,40
mol_104426,352.65,37
mol_104427,388.65,29
mol_104428,459.65,24
mol_104429,498.15,43
mol_104430,528.15,34
mol_104431,488.15,30
mol_104432,341.15,13
mol_104433,312.15,26
mol_104434,508.15,32
mol_104435,487.65,32
mol_104436,340.65,28
mol_104437,388.65,24
mol_104438,447.65,31
mol_104439,418.65,29
mol_104440,389.65,39
mol_104441,466.15,36
mol_104442,315.65,19
mol_104443,397.65,16
mol_104444,377.15,34
mol_104445,365.65,30
mol_104446,379.15,40
mol_104447,467.15,23
mol_104448,352.65,20
mol_104449,443.15,30
mol_104450,373.15,27
mol_104451,491.65,20
mol_104452,517.65,31
mol_104453,416.15,31
mol_104454,491.65,32
mol_104455,397.65,44
mol_104456,327.15,31
mol_104457,359.65,37
mol_104458,419.65,36
mol_104459,600.15,26
mol_104460,446.65,29
mol_104461,397.15,29
mol_104462,426.65,19
mol_104463,537.15,37
mol_104464,340.15,34
mol_104465,341.15,33
mol_104466,495.15,36
mol_104467,349.55,27
mol_104468,459.15,43
mol_104469,347.65,40
mol_104470,508.15,33
mol_104471,555.65,32
mol_104472,411.65,32
mol_104473,336.15,21
mol_104474,455.65,37
mol_104475,473.15,29
mol_104476,520.15,36
mol_104477,432.15,33
mol_104478,388.1,36
mol_104479,401.15,30
mol_104480,350.65,32
mol_104481,322.15,36
mol_104482,328.65,21
mol_104483,313.15,34
mol_104484,523.65,35
mol_104485,417.15,30
mol_104486,379.15,31
mol_104487,419.15,35
mol_104488,507.15,28
mol_104489,351.65,31
mol_104490,324.65,34
mol_104491,432.65,30
mol_104492,421.15,23
mol_104493,385.15,41
mol_104494,350.4,37
mol_104495,430.15,31
mol_104496,362.65,20
mol_104497,391.65,28
mol_104498,427.65,28
mol_104499,540.99,23
mol_104500,330.15,27
mol_104501,340.15,15
mol_104502,328.65,29
mol_104503,578.15,36
mol_104504,407.65,39
mol_104505,396.7,37
mol_104506,499.15,20
mol_104507,513.15,29
mol_104508,503.15,26
mol_104509,438.15,41
mol_104510,425.15,39
mol_104511,350.15,27
mol_104512,389.65,28
mol_104513,393.15,37
mol_104514,451.95,43
mol_104515,345.65,27
mol_104516,348.65,22
mol_104517,416.9,42
mol_104518,318.65,37
mol_104519,365.15,25
mol_104520,541.15,33
mol_104521,471.65,32
mol_104522,401.65,45
mol_104523,466.4,36
mol_104524,564.15,35
mol_104525,410.15,40
mol_104526,413.65,27
mol_104527,419.65,25
mol_104528,472.15,31
mol_104529,502.15,25
mol_104530,445.65,45
mol_104531,377.65,36
mol_104532,385.15,31
mol_104533,384.9,46
mol_104534,425.65,30
mol_104535,368.6,33
mol_104536,414.15,37
mol_104537,422.15,20
mol_104538,388.65,22
mol_104539,535.15,36
mol_104540,468.65,17
mol_104541,349.65,38
